Destination,Destino,Origin,Origen,Sex,Sexo,Year,Value
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),United Kingdom,Reino Unido de Gran Bretaña e Irlanda del Norte,Both sexes combined,Ambos sexos combinados,1990,0
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),United States of America,Estados Unidos de América,Both sexes combined,Ambos sexos combinados,1990,0
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),United States Virgin Islands,Islas Vírgenes Estadounidenses,Both sexes combined,Ambos sexos combinados,1990,0
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),Venezuela (Bolivarian Republic of),Venezuela (República Bolivariana de),Both sexes combined,Ambos sexos combinados,1990,0
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),Other,Otros,Both sexes combined,Ambos sexos combinados,1990,0
Costa Rica,Costa Rica,Afghanistan,Afganistán,Both sexes combined,Ambos sexos combinados,1990,25
Costa Rica,Costa Rica,Albania,Albania,Both sexes combined,Ambos sexos combinados,1990,2
Costa Rica,Costa Rica,Algeria,Argelia,Both sexes combined,Ambos sexos combinados,1990,44
Costa Rica,Costa Rica,Angola,Angola,Both sexes combined,Ambos sexos combinados,1990,4
Costa Rica,Costa Rica,Azerbaijan,Azerbaiyán,Both sexes combined,Ambos sexos combinados,1990,2
Costa Rica,Costa Rica,Argentina,Argentina,Both sexes combined,Ambos sexos combinados,1990,1041
Costa Rica,Costa Rica,Australia,Australia,Both sexes combined,Ambos sexos combinados,1990,73
Costa Rica,Costa Rica,Austria,Austria,Both sexes combined,Ambos sexos combinados,1990,80
Costa Rica,Costa Rica,Bahamas,Bahamas,Both sexes combined,Ambos sexos combinados,1990,10
Costa Rica,Costa Rica,Bahrain,Bahrein,Both sexes combined,Ambos sexos combinados,1990,1
Costa Rica,Costa Rica,Bangladesh,Bangladesh,Both sexes combined,Ambos sexos combinados,1990,13
Costa Rica,Costa Rica,Armenia,Armenia,Both sexes combined,Ambos sexos combinados,1990,6
Costa Rica,Costa Rica,Barbados,Barbados,Both sexes combined,Ambos sexos combinados,1990,8
Costa Rica,Costa Rica,Belgium,Bélgica,Both sexes combined,Ambos sexos combinados,1990,200
Costa Rica,Costa Rica,Bermuda,Bermuda,Both sexes combined,Ambos sexos combinados,1990,5
Costa Rica,Costa Rica,Bhutan,Bhután,Both sexes combined,Ambos sexos combinados,1990,3
Costa Rica,Costa Rica,Bolivia (Plurinational State of),Bolivia (Estado Plurinacional de),Both sexes combined,Ambos sexos combinados,1990,269
Costa Rica,Costa Rica,Brazil,Brasil,Both sexes combined,Ambos sexos combinados,1990,346
Costa Rica,Costa Rica,Belize,Belice,Both sexes combined,Ambos sexos combinados,1990,202
Costa Rica,Costa Rica,Bulgaria,Bulgaria,Both sexes combined,Ambos sexos combinados,1990,39
Costa Rica,Costa Rica,Myanmar,Myanmar,Both sexes combined,Ambos sexos combinados,1990,10
Costa Rica,Costa Rica,Belarus,Belarús,Both sexes combined,Ambos sexos combinados,1990,5
Costa Rica,Costa Rica,Cambodia,Camboya,Both sexes combined,Ambos sexos combinados,1990,2
Costa Rica,Costa Rica,Cameroon,Camerún,Both sexes combined,Ambos sexos combinados,1990,8
Costa Rica,Costa Rica,Canada,Canadá,Both sexes combined,Ambos sexos combinados,1990,810
Costa Rica,Costa Rica,Cayman Islands,Islas Caimán,Both sexes combined,Ambos sexos combinados,1990,8
Costa Rica,Costa Rica,Central African Republic,República Centroafricana,Both sexes combined,Ambos sexos combinados,1990,5
Costa Rica,Costa Rica,Sri Lanka,Sri Lanka,Both sexes combined,Ambos sexos combinados,1990,1
Costa Rica,Costa Rica,Chile,Chile,Both sexes combined,Ambos sexos combinados,1990,1490
Costa Rica,Costa Rica,China,China,Both sexes combined,Ambos sexos combinados,1990,252
Costa Rica,Costa Rica,Colombia,Colombia,Both sexes combined,Ambos sexos combinados,1990,4372
Costa Rica,Costa Rica,Congo,Congo,Both sexes combined,Ambos sexos combinados,1990,7
Costa Rica,Costa Rica,Democratic Republic of the Congo,República Democrática del Congo,Both sexes combined,Ambos sexos combinados,1990,2
Costa Rica,Costa Rica,Croatia,Croacia,Both sexes combined,Ambos sexos combinados,1990,21
Costa Rica,Costa Rica,Cuba,Cuba,Both sexes combined,Ambos sexos combinados,1990,4504
Costa Rica,Costa Rica,Cyprus,Chipre,Both sexes combined,Ambos sexos combinados,1990,2
Costa Rica,Costa Rica,Benin,Benin,Both sexes combined,Ambos sexos combinados,1990,1
Costa Rica,Costa Rica,Denmark,Dinamarca,Both sexes combined,Ambos sexos combinados,1990,48
Costa Rica,Costa Rica,Dominica,Dominica,Both sexes combined,Ambos sexos combinados,1990,3
Costa Rica,Costa Rica,Dominican Republic,República Dominicana,Both sexes combined,Ambos sexos combinados,1990,553
Costa Rica,Costa Rica,Ecuador,Ecuador (el),Both sexes combined,Ambos sexos combinados,1990,736
Costa Rica,Costa Rica,El Salvador,El Salvador,Both sexes combined,Ambos sexos combinados,1990,56257
Costa Rica,Costa Rica,Ethiopia,Etiopía,Both sexes combined,Ambos sexos combinados,1990,2
Costa Rica,Costa Rica,Estonia,Estonia,Both sexes combined,Ambos sexos combinados,1990,2
Costa Rica,Costa Rica,Fiji,Fiji,Both sexes combined,Ambos sexos combinados,1990,1
Costa Rica,Costa Rica,Finland,Finlandia,Both sexes combined,Ambos sexos combinados,1990,18
Costa Rica,Costa Rica,France,Francia,Both sexes combined,Ambos sexos combinados,1990,539
Costa Rica,Costa Rica,French Guiana,Guyana Francesa,Both sexes combined,Ambos sexos combinados,1990,6
Costa Rica,Costa Rica,Gabon,Gabón,Both sexes combined,Ambos sexos combinados,1990,1
Costa Rica,Costa Rica,Georgia,Georgia,Both sexes combined,Ambos sexos combinados,1990,10
Costa Rica,Costa Rica,Germany,Alemania,Both sexes combined,Ambos sexos combinados,1990,1268
Costa Rica,Costa Rica,Ghana,Ghana,Both sexes combined,Ambos sexos combinados,1990,1
Costa Rica,Costa Rica,Gibraltar,Gibraltar,Both sexes combined,Ambos sexos combinados,1990,3
Costa Rica,Costa Rica,Greece,Grecia,Both sexes combined,Ambos sexos combinados,1990,28
Costa Rica,Costa Rica,Greenland,Groenlandia,Both sexes combined,Ambos sexos combinados,1990,7
Costa Rica,Costa Rica,Grenada,Granada,Both sexes combined,Ambos sexos combinados,1990,7
Costa Rica,Costa Rica,Guam,Guam,Both sexes combined,Ambos sexos combinados,1990,5
Costa Rica,Costa Rica,Guatemala,Guatemala,Both sexes combined,Ambos sexos combinados,1990,1977
Costa Rica,Costa Rica,Guyana,Guyana,Both sexes combined,Ambos sexos combinados,1990,20
Costa Rica,Costa Rica,Haiti,Haití,Both sexes combined,Ambos sexos combinados,1990,48
Costa Rica,Costa Rica,Honduras,Honduras,Both sexes combined,Ambos sexos combinados,1990,2608
Costa Rica,Costa Rica,"China, Hong Kong SAR","China, RAE de Hong Kong",Both sexes combined,Ambos sexos combinados,1990,1504
Costa Rica,Costa Rica,Hungary,Hungría,Both sexes combined,Ambos sexos combinados,1990,66
Costa Rica,Costa Rica,Iceland,Islandia,Both sexes combined,Ambos sexos combinados,1990,2
Costa Rica,Costa Rica,India,India,Both sexes combined,Ambos sexos combinados,1990,35
Costa Rica,Costa Rica,Indonesia,Indonesia,Both sexes combined,Ambos sexos combinados,1990,13
Costa Rica,Costa Rica,Iran (Islamic Republic of),Irán (República Islámica del),Both sexes combined,Ambos sexos combinados,1990,81
Costa Rica,Costa Rica,Iraq,Iraq (el),Both sexes combined,Ambos sexos combinados,1990,10
Costa Rica,Costa Rica,Ireland,Irlanda,Both sexes combined,Ambos sexos combinados,1990,24
Costa Rica,Costa Rica,Israel,Israel,Both sexes combined,Ambos sexos combinados,1990,123
Costa Rica,Costa Rica,Italy,Italia,Both sexes combined,Ambos sexos combinados,1990,1408
Costa Rica,Costa Rica,Côte d'Ivoire,Côte d'Ivoire,Both sexes combined,Ambos sexos combinados,1990,2
Costa Rica,Costa Rica,Jamaica,Jamaica,Both sexes combined,Ambos sexos combinados,1990,356
Costa Rica,Costa Rica,Japan,Japón,Both sexes combined,Ambos sexos combinados,1990,207
Costa Rica,Costa Rica,Kazakhstan,Kazajstán,Both sexes combined,Ambos sexos combinados,1990,5
Costa Rica,Costa Rica,Jordan,Jordania,Both sexes combined,Ambos sexos combinados,1990,8
Costa Rica,Costa Rica,Kenya,Kenya,Both sexes combined,Ambos sexos combinados,1990,4
Costa Rica,Costa Rica,Dem. People's Republic of Korea,República Popular Democrática de Corea,Both sexes combined,Ambos sexos combinados,1990,21
Costa Rica,Costa Rica,Republic of Korea,República de Corea,Both sexes combined,Ambos sexos combinados,1990,148
Costa Rica,Costa Rica,Lao People's Democratic Republic,República Democrática Popular Lao,Both sexes combined,Ambos sexos combinados,1990,3
Costa Rica,Costa Rica,Lebanon,Líbano,Both sexes combined,Ambos sexos combinados,1990,86
Costa Rica,Costa Rica,Latvia,Letonia,Both sexes combined,Ambos sexos combinados,1990,1
Costa Rica,Costa Rica,Libya,Libia,Both sexes combined,Ambos sexos combinados,1990,12
Costa Rica,Costa Rica,Liechtenstein,Liechtenstein,Both sexes combined,Ambos sexos combinados,1990,3
Costa Rica,Costa Rica,Lithuania,Lituania,Both sexes combined,Ambos sexos combinados,1990,8
Costa Rica,Costa Rica,Luxembourg,Luxemburgo,Both sexes combined,Ambos sexos combinados,1990,9
Costa Rica,Costa Rica,"China, Macao SAR","China, RAE de Macao",Both sexes combined,Ambos sexos combinados,1990,2
Costa Rica,Costa Rica,Madagascar,Madagascar,Both sexes combined,Ambos sexos combinados,1990,2
Costa Rica,Costa Rica,Malaysia,Malasia,Both sexes combined,Ambos sexos combinados,1990,3
Costa Rica,Costa Rica,Maldives,Maldivas,Both sexes combined,Ambos sexos combinados,1990,1
Costa Rica,Costa Rica,Martinique,Martinica,Both sexes combined,Ambos sexos combinados,1990,3
Costa Rica,Costa Rica,Mexico,México,Both sexes combined,Ambos sexos combinados,1990,2081
Costa Rica,Costa Rica,Monaco,Mónaco,Both sexes combined,Ambos sexos combinados,1990,1
Costa Rica,Costa Rica,Mongolia,Mongolia,Both sexes combined,Ambos sexos combinados,1990,7
Costa Rica,Costa Rica,Republic of Moldova,la República de Moldova,Both sexes combined,Ambos sexos combinados,1990,3
Costa Rica,Costa Rica,Montserrat,Montserrat,Both sexes combined,Ambos sexos combinados,1990,3
Costa Rica,Costa Rica,Morocco,Marruecos,Both sexes combined,Ambos sexos combinados,1990,17
Costa Rica,Costa Rica,Mozambique,Mozambique,Both sexes combined,Ambos sexos combinados,1990,3
Costa Rica,Costa Rica,Oman,Omán,Both sexes combined,Ambos sexos combinados,1990,2
Costa Rica,Costa Rica,Nepal,Nepal,Both sexes combined,Ambos sexos combinados,1990,7
Costa Rica,Costa Rica,Netherlands,Países Bajos,Both sexes combined,Ambos sexos combinados,1990,381
Costa Rica,Costa Rica,Aruba,Aruba,Both sexes combined,Ambos sexos combinados,1990,29
Costa Rica,Costa Rica,New Zealand,Nueva Zelandia,Both sexes combined,Ambos sexos combinados,1990,14
Costa Rica,Costa Rica,Nicaragua,Nicaragua,Both sexes combined,Ambos sexos combinados,1990,99153
Costa Rica,Costa Rica,Nigeria,Nigeria,Both sexes combined,Ambos sexos combinados,1990,3
Costa Rica,Costa Rica,Norway,Noruega,Both sexes combined,Ambos sexos combinados,1990,42
Costa Rica,Costa Rica,Pakistan,Pakistán,Both sexes combined,Ambos sexos combinados,1990,6
Costa Rica,Costa Rica,Panama,Panamá,Both sexes combined,Ambos sexos combinados,1990,8692
Costa Rica,Costa Rica,Paraguay,Paraguay,Both sexes combined,Ambos sexos combinados,1990,58
Costa Rica,Costa Rica,Peru,Perú,Both sexes combined,Ambos sexos combinados,1990,2225
Costa Rica,Costa Rica,Philippines,Filipinas,Both sexes combined,Ambos sexos combinados,1990,72
Costa Rica,Costa Rica,Poland,Polonia,Both sexes combined,Ambos sexos combinados,1990,329
Costa Rica,Costa Rica,Portugal,Portugal,Both sexes combined,Ambos sexos combinados,1990,57
Costa Rica,Costa Rica,Puerto Rico,Puerto Rico,Both sexes combined,Ambos sexos combinados,1990,268
Costa Rica,Costa Rica,Qatar,Qatar,Both sexes combined,Ambos sexos combinados,1990,2
Costa Rica,Costa Rica,Romania,Rumania,Both sexes combined,Ambos sexos combinados,1990,62
Costa Rica,Costa Rica,Russian Federation,Federación de Rusia,Both sexes combined,Ambos sexos combinados,1990,519
Costa Rica,Costa Rica,Rwanda,Rwanda,Both sexes combined,Ambos sexos combinados,1990,1
Costa Rica,Costa Rica,Saint Kitts and Nevis,Saint Kitts y Nevis,Both sexes combined,Ambos sexos combinados,1990,1
Costa Rica,Costa Rica,Saint Lucia,Santa Lucía,Both sexes combined,Ambos sexos combinados,1990,2
Costa Rica,Costa Rica,Saint Pierre and Miquelon,San Pedro y Miquelón,Both sexes combined,Ambos sexos combinados,1990,1
Costa Rica,Costa Rica,Saint Vincent and the Grenadines,San Vicente y las Granadinas,Both sexes combined,Ambos sexos combinados,1990,1
Costa Rica,Costa Rica,Saudi Arabia,Arabia Saudita,Both sexes combined,Ambos sexos combinados,1990,6
Costa Rica,Costa Rica,Senegal,Senegal,Both sexes combined,Ambos sexos combinados,1990,1
Costa Rica,Costa Rica,Singapore,Singapur,Both sexes combined,Ambos sexos combinados,1990,17
Costa Rica,Costa Rica,Slovakia,Eslovaquia,Both sexes combined,Ambos sexos combinados,1990,20
Costa Rica,Costa Rica,Viet Nam,Viet Nam,Both sexes combined,Ambos sexos combinados,1990,2
Costa Rica,Costa Rica,Somalia,Somalia,Both sexes combined,Ambos sexos combinados,1990,1
Costa Rica,Costa Rica,South Africa,Sudáfrica,Both sexes combined,Ambos sexos combinados,1990,47
Costa Rica,Costa Rica,Zimbabwe,Zimbabwe,Both sexes combined,Ambos sexos combinados,1990,2
Costa Rica,Costa Rica,Spain,España,Both sexes combined,Ambos sexos combinados,1990,1829
Costa Rica,Costa Rica,Sudan,Sudán,Both sexes combined,Ambos sexos combinados,1990,1
Costa Rica,Costa Rica,Suriname,Suriname,Both sexes combined,Ambos sexos combinados,1990,13
Costa Rica,Costa Rica,Eswatini,Eswatini,Both sexes combined,Ambos sexos combinados,1990,1
Costa Rica,Costa Rica,Sweden,Suecia,Both sexes combined,Ambos sexos combinados,1990,97
Costa Rica,Costa Rica,Switzerland,Suiza,Both sexes combined,Ambos sexos combinados,1990,388
Costa Rica,Costa Rica,Syrian Arab Republic,República Árabe Siria,Both sexes combined,Ambos sexos combinados,1990,9
Costa Rica,Costa Rica,Thailand,Tailandia,Both sexes combined,Ambos sexos combinados,1990,4
Costa Rica,Costa Rica,Trinidad and Tobago,Trinidad y Tabago,Both sexes combined,Ambos sexos combinados,1990,26
Costa Rica,Costa Rica,Tunisia,Túnez,Both sexes combined,Ambos sexos combinados,1990,3
Costa Rica,Costa Rica,Turkey,Turquía,Both sexes combined,Ambos sexos combinados,1990,6
Costa Rica,Costa Rica,Uganda,Uganda,Both sexes combined,Ambos sexos combinados,1990,8
Costa Rica,Costa Rica,Ukraine,Ucrania,Both sexes combined,Ambos sexos combinados,1990,135
Costa Rica,Costa Rica,North Macedonia,Macedonia del Norte,Both sexes combined,Ambos sexos combinados,1990,26
Costa Rica,Costa Rica,Egypt,Egipto,Both sexes combined,Ambos sexos combinados,1990,19
Costa Rica,Costa Rica,United Kingdom,Reino Unido de Gran Bretaña e Irlanda del Norte,Both sexes combined,Ambos sexos combinados,1990,451
Costa Rica,Costa Rica,Channel Islands,Islas del Canal,Both sexes combined,Ambos sexos combinados,1990,97
Costa Rica,Costa Rica,United Republic of Tanzania,República Unida de Tanzanía (la),Both sexes combined,Ambos sexos combinados,1990,3
Costa Rica,Costa Rica,United States of America,Estados Unidos de América,Both sexes combined,Ambos sexos combinados,1990,8586
Costa Rica,Costa Rica,United States Virgin Islands,Islas Vírgenes Estadounidenses,Both sexes combined,Ambos sexos combinados,1990,6
Costa Rica,Costa Rica,Uruguay,Uruguay,Both sexes combined,Ambos sexos combinados,1990,252
Costa Rica,Costa Rica,Uzbekistan,Uzbekistán,Both sexes combined,Ambos sexos combinados,1990,1
Costa Rica,Costa Rica,Venezuela (Bolivarian Republic of),Venezuela (República Bolivariana de),Both sexes combined,Ambos sexos combinados,1990,1030
Costa Rica,Costa Rica,Other,Otros,Both sexes combined,Ambos sexos combinados,1990,208328
El Salvador,El Salvador,Argentina,Argentina,Both sexes combined,Ambos sexos combinados,1990,255
El Salvador,El Salvador,Australia,Australia,Both sexes combined,Ambos sexos combinados,1990,33
El Salvador,El Salvador,Austria,Austria,Both sexes combined,Ambos sexos combinados,1990,18
El Salvador,El Salvador,Bangladesh,Bangladesh,Both sexes combined,Ambos sexos combinados,1990,11
El Salvador,El Salvador,Barbados,Barbados,Both sexes combined,Ambos sexos combinados,1990,64
